Text,language
"no, has hecho un trabajo incre‡≠ble.",Spanish
"te mueves si alguien no est‡ trabajando realmente bien, y quieres que trabaje m‡s duro, puedes decir que debes hacer un esfuerzo adicional, lo que significa que, como trabajar m‡s duro, debes hacer un esfuerzo adicional.",Spanish
Otra forma de decir lo mismo que puedes decir mejora tu juego como trabaja m‡s duro trabaja mejor mejora tu juego.,Spanish
si alguien est‡ llorando y no lo quiere.,Spanish
se hunde dices recupera la compostura como literalmente tÛmate a ti mismo y recupera la compostura deja de trabajar deja de llorar recupera la compostura.,Spanish
oye c‡lmate juntos otra frase que.,Spanish
Me encanta que me vendiste porque a veces la gente describe su viaje o alguien que compraron y lo describen muy bien.,Spanish
"y ellos dicen que quiero comprar lo mismo y les digo que lo vendiste, me vendiste, yo no comprar‡≠a esto bien, me vendiste si no est‡s interesado en la conversaciÛn.",Spanish
"Eres como estar sentado, puedes decir que no me importa si esto es tan aburrido.",Spanish
No me interesa.,Spanish
"No podr‡≠a importarme menos si alguien te pregunta algo y esta es una decisiÛn realmente f‡cil para ti, como si alguien te dijera que tomaras mi millÛn de dÛlares y t˙ dices que esto es una obviedad.",Spanish
Me lo llevo.,Spanish
"Esto es una obviedad significa que es una decisiÛn muy f‡cil para ti si has hecho algo mal y lo admites, puedes decir que lo arruinÈ, s‡≠, chicos.",Spanish
Lo sÈ.,Spanish
Lo siento.,Spanish
Comet‡≠ un error.,Spanish
este es mi error.,Spanish
"Lo arruinÈ, lo arruinÈ si quieres que alguien trabaje en mi lugar, puedes decir.",Spanish
øPuedes cubrirme como puedes trabajar en mi lugar mientras yo?,Spanish
Estoy viendo a mi amigo.,Spanish
øPueden cubrirme?,Spanish
"Es hora de irse y chicos, ser‡ mejor que me vaya, lo que significa que ya deber‡≠a irme.",Spanish
es lo que sabes.,Spanish
en realidad son las 1 9 pm.,Spanish
Ahora mismo.,Spanish
Ser‡ mejor que me vaya de otra manera para decir adiÛs.,Spanish
"Puedo decir que te cuides, lo que significa que te cuidas.",Spanish
Te verÈ m‡s tarde.,Spanish
Cu‡≠date.,Spanish
"No sÈ quÈ d‡≠a es cuando est‡s viendo este video, pero si es viernes, por ejemplo, fin de semana.",Spanish
se puede decir gracias al cielo es viernes o pensar que el cielo dijo s‡bado descubrimiento de fin de semana.,Spanish
"Estoy tan feliz de que esto sea, chicos 50 frases en inglÈs, h‡ganme saber si esto fue ˙til al darle me gusta a este video y comentar a continuaciÛn si conoce m‡s frases interesantes.",Spanish
Ser‡≠a genial que haya un botÛn rojo en alguna parte.,Spanish
Hola y bienvenido.,Spanish
En este video te darÈ 100 oraciones comunes y muy ˙tiles que puedes usar en una conversaciÛn.,Spanish
"cuando escuches una oraciÛn, practica diciÈndola despuÈs de m‡≠.",Spanish
Intento copiar mi pronunciaciÛn exactamente incluyendo el tono de voz que uso.,Spanish
"bien, comencemos.",Spanish
saludos b‡sicos como te va?,Spanish
øCÛmo est‡n las cosas?,Spanish
øQuÈ pasa?,Spanish
Encantada de conocerte.,Spanish
mucho tiempo sin verte.,Spanish
øCÛmo has estado?,Spanish
muchas gracias.,Spanish
øQuÈ hay de t‡≠?,Spanish
no mucho.,Spanish
lo normal.,Spanish
Tengo que irme.,Spanish
"Fue un placer conocerte, nos vemos luego.",Spanish
Mantente en contacto.,Spanish
pidiendo informaciÛn.,Spanish
øpodr‡≠as decirme quÈ significa esta palabra?,Spanish
øSabr‡≠as por casualidad dÛnde est‡ la biblioteca?,Spanish
vacilando.,Spanish
buena pregunta.,Spanish
DÈjame ver.,Spanish
dÈjame pensar por un momento.,Spanish
pidiendo repeticiÛn.,Spanish
øPerdÛneme?,Spanish
"lo siento, no entend‡≠ eso.",Spanish
øte importar‡≠a repetir eso?,Spanish
øPuedes hablar un poco m‡s lento?,Spanish
øPor favor?,Spanish
"diciendo ""no lo sÈ"".",Spanish
Me temo que no tengo ni idea.,Spanish
"no puedo ayudarte, lo siento.",Spanish
me golpea.,Spanish
opiniones.,Spanish
øQuÈ piensas sobre eso?,Spanish
øCu‡les son sus puntos de vista sobre esto?,Spanish
Creo que es una buena idea.,Spanish
"Sinceramente, no creo que vaya a funcionar.",Spanish
"en lo que a m‡≠ respecta, este es el mejor restaurante de la ciudad.",Spanish
evitando una pregunta.,Spanish
No tengo una opiniÛn al respecto.,Spanish
DÈjame contestarte eso despuÈs.,Spanish
No tengo la libertad de decirlo.,Spanish
acuerdo y desacuerdo.,Spanish
no podr‡≠a estar mas de acuerdo.,Spanish
Est‡s absolutamente en lo correcto.,Spanish
Estoy de acuerdo contigo al 100%.,Spanish
le diste al clavo.,Spanish
No estoy seguro de estar de acuerdo.,Spanish
me temo que no estoy de acuerdo.,Spanish
Creo que est‡s equivocado.,Spanish
interrumpiendo cortÈsmente.,Spanish
perdon por interrumpirte.,Spanish
øPuedo detenerte all‡≠ por un momento?,Spanish
øTe importa si salto aqu‡≠?,Spanish
adelante.,Spanish
seguro que sigue.,Spanish
DÈjame terminar.,Spanish
Espera un momento.,Spanish
sugerencias.,Spanish
que dices vamos al cine øQuÈ tal cenar pizza esta noche?,Spanish
eso seria genial.,Spanish
suena bien para m‡≠.,Spanish
No estoy seguro de eso.,Spanish
"no, no lo creo.",Spanish
haciendo planes.,Spanish
øQuÈ haces esta noche?,Spanish
øTienes planes para maÒana?,Spanish
øEst‡s libre el prÛximo s‡bado?,Spanish
øquieres hacer algo este fin de semana?,Spanish
"seguro, øquÈ tienes en mente?",Spanish
"Estoy libre todo el fin de semana, hagamos algo.",Spanish
"no, lo siento, ya he hecho algunos planes.",Spanish
maÒana estoy un poco ocupado.,Spanish
Me encantar‡≠a hacer algo pero no puedo.,Spanish
permiso.,Spanish
øTe importa si uso tu celular?,Spanish
øEstar‡≠a bien si me tomo el d‡≠a libre maÒana?,Spanish
"s‡≠, por favor aseg˙rate, adelante.",Spanish
"No, en absoluto.",Spanish
"desafortunadamente, tengo que decir que no.",Spanish
Preferir‡≠a que no lo hicieras.,Spanish
Me temo que s‡≠.,Spanish
haciendo peticiones.,Spanish
"me podrias pasar la sal, øPor favor?",Spanish
øTe importar‡≠a prestarme algo de dinero?,Spanish
Me preguntaba si podr‡≠as ayudarme con esto.,Spanish
"seguro, no hay problema.",Spanish
"s‡≠, por supuesto.",Spanish
Estar‡≠a encantado de ayudar.,Spanish
"lo siento, no puedo ahora.",Spanish
me temo que no puedo.,Spanish
haciendo ofertas.,Spanish
øPuedo traerte un vaso de agua?,Spanish
øQuÈ tal un helado?,Spanish
øQuieres que te lleve a casa?,Spanish
s‡≠ por favor.,Spanish
"Eso ser‡≠a genial, gracias.",Spanish
"Estoy bien, pero gracias por ofrecerme.",Spanish
"no, estoy bien, gracias.",Spanish
agradeciendo a la gente.,Spanish
un millÛn de gracias.,Spanish
"salud, realmente lo aprecio.",Spanish
Es muy amable por tu parte.,Spanish
No puedo agradecerles lo suficiente.,Spanish
No es nada.,Spanish
no lo menciones.,Spanish
en cualquier momento.,Spanish
el gusto es mio.,Spanish
pedirle a alguien que espere.,Spanish
"øPuedes esperar un momento, por favor?",Spanish
Espere un segundo.,Spanish
tengan paciencia conmigo un momento.,Spanish
EstarÈ bien contigo.,Spanish
disculparse.,Spanish
Lo siento mucho por eso.,Spanish
"Por favor, acepte mis disculpas.",Spanish
no te preocupes por eso.,Spanish
No te preocupes.,Spanish
"bien, si quieres m‡s lecciones sobre oraciones y frases comunes, av‡≠same en la secciÛn de comentarios a continuaciÛn.",Spanish
"Adem‡s, si te gustÛ este video, dale el visto bueno presionando el botÛn Me gusta y recuerda suscribirte a este canal haciendo clic en el botÛn Suscribirse para obtener mis ˙ltimas lecciones aqu‡≠ mismo en youtube.",Spanish
feliz aprendizaje y nos vemos en otra lecciÛn pronto.,Spanish
el pan de oro una vez en un pequeÒo pueblo viv‡≠a una mujer llamada marion.,Spanish
"con su ˙nica hija narcisa marion era extremadamente humilde y dulce narcisa sin embargo era todo lo contrario, ves, era hermosa m‡s all‡ de las palabras, era como una vida.",Spanish
"muÒeca y la parte m‡s divertida es que ella se amaba a s‡≠ misma sin fin, narcisa, øverdad?",Spanish
ay˙dame a hornear el pan eh de ninguna manera mam‡ las doncellas de harina todos mis ojos brillantes y brillantes.,Spanish
"Narcisa, øme ayudar‡≠as a plantar estas semillas?",Spanish
øPor quÈ har‡≠a eso?,Spanish
øQuÈ tengo toda esa suciedad en mis hermosos dedos?,Spanish
"ella se consideraba demasiado grande para hacer cualquier trabajo, muchos pretendientes vinieron a pedir la mano de Narciso en matrimonio.",Spanish
"Dado que su belleza era conocida por todas partes, pero ella los rechazÛ a todos muy groseramente, øpor quÈ enviÛ a esos hombres ayer?",Spanish
Parec‡≠an agradables.,Spanish
ten‡≠a ojos tan pequeÒos casi como los de un p‡jaro y el otro ten‡≠a una nariz enorme que no me gustar‡≠a estar cerca de Èl.,Spanish
"cuando estornudÛ oh oh y la ˙ltima parada no, no quiero escuchar m‡s, todo lo que pude ver fue que esos hombres eran muy amables, querida, debes conocer esa belleza.",Spanish
"øNo es todo lo que tienes que saber, madre, que merezco a alguien como un pr‡≠ncipe o un caballero?",Spanish
"Dios m‡≠o, una noche cuando estaba durmiendo, su madre se sentÛ a su lado mir‡ndola.",Spanish
mi querida niÒa eres tan hermosa y encantadora pero no te importa nada m‡s que tu belleza.,Spanish
"En ese momento Narciso comenzÛ a re‡≠r mientras dorm‡≠a, su madre estaba extremadamente sorprendida de lo agradable que deb‡≠a estar teniendo un sueÒo realmente divertido a la maÒana siguiente cuando Narciso.",Spanish
"Me despertÈ, ella era todo sonrisas y risitas aqu‡≠ cariÒo, dime con quÈ soÒaste.",Spanish
"Anoche, bueno, mam‡, fue un sueÒo tan incre‡≠ble, sabes que hab‡≠a un pr‡≠ncipe que se me acercÛ.",Spanish
y dijo que quer‡≠a casarse conmigo hab‡≠a venido en un carruaje dorado y estaba vestido de arriba a abajo y tambiÈn de oro que sueÒo m‡s tonto.,Spanish
"y sabes que la mejor parte fue cuando estaba con mi vestido de novia que tambiÈn era dorado, por supuesto, todos me miraban solo a m‡≠, narcisa, no hay nada sorprendente en ese sueÒo.",Spanish
era un sueÒo muy ego‡≠sta mam‡ no sabes lo que est‡s diciendo ese sueÒo me ha hecho darme cuenta de que necesito comida mucho m‡s grandiosa que la que como aqu‡≠ en casa pan hecho de oro.,Spanish
solo piensa en esa pobre madre narciso que estaba tan preocupada por su hija y cÛmo.,Spanish
ella vivir‡≠a su vida ese d‡≠a dos amigos vinieron a visitar a la madre de Narciso ellos eran mellie y terry los tres hab‡≠an sido amigos por mucho tiempo pero terry y ellie ten‡≠an un secreto los dos.,Spanish
eran seres m‡gicos algo que la madre de narcisse no sab‡≠a nada sobre terry melli oh es tan bueno verte ha pasado mucho tiempo øCÛmo has estado?,Spanish
"He estado muy bien, habr‡≠a sido mejor si solo si solo, øy si solo mi hija Narcisa fuera un poco m‡s comprensiva?",Spanish
Marian le contÛ a Mellie y Terry todo sobre Narcisa y cÛmo estaba preocupada por ella.,Spanish
pan hecho de oro que hago con ella bueno tal vez si su sueÒo se hace realidad.,Spanish
"Eso ser‡≠a maravilloso, øno?",Spanish
"No importa, supongo que con el tiempo ella aprender‡ a hablar, hablemos de otra cosa.",Spanish
"ahora, m‡s tarde, Mellie y Terry se despidieron de su viejo amigo y se fueron sonriendo en secreto esa noche, tanto madre como hija.",Spanish
me preparÈ para la cama madre realmente espero que mi sueÒo se haga realidad sabes oh narcisa al d‡≠a siguiente cuando narcisa y su madre estaban afuera en su jard‡≠n una hermosa.,Spanish
"El carruaje dorado se acercÛ a ellos, estaba tachonado de gemas y diamantes y se ve‡≠a extremadamente impresionante.",Spanish
"cuando se detuvo, un hombre guapo saliÛ de Èl y mirÛ a Narcisa, ella estaba completamente desconcertada de lo guapo que era, mi sueÒo se est‡ haciendo realidad umm.",Spanish
que hola he venido aqu‡≠ para pedir la mano de narciso en matrimonio pero como sabes su nombre y quien eres tu.,Spanish
soy terrence el ‡ngel de la buena fortuna el nombre y la belleza de tu hija es conocida en todo el mundo aqu‡≠ te he tra‡≠do un regalo que pero apenas lo conoces no puedes ir con Èl.,Spanish
oh tonto es rico y guapo que mas puedo querer terrence acepto tu propuesta.,Spanish
y con eso ella se subiÛ a su carruaje y sin siquiera despedirse de su madre se fue con el ‡ngel mientras viajaban el carruaje repentinamente entrÛ por un portal m‡gico all‡≠ viajÛ por una zona tormentosa el carruaje dio tremendos golpes y narcisa.,Spanish
"Estaba muy asustado, no te preocupes, querida, todo esto pronto terminar‡ justo cuando dijo esto, el carruaje atravesÛ otro portal y llegÛ al camino de entrada.",Spanish
"de un enorme y magn‡≠fico castillo dorado narcisa estaba asombrada por toda la belleza que vio sab‡≠a que me merezco tantas riquezas sab‡≠a que te gustar‡≠a todo lo que quisieras encontrar‡s aqu‡≠ desde los vestidos m‡s bonitos hasta las comidas m‡s sabrosas, todo en mi palacio, hablando de comida, tengo mucha hambre despuÈs de ese paseo.",Spanish
"Me muero de hambre, øpuedo comer algo de esa comida sabrosa, por supuesto, aqu‡≠ carne apestosa melissa ella te conseguir‡ lo que quieras?",Spanish
"He o‡≠do mucho sobre ti, pobre querido, tienes hambre, øno vienes?",Spanish
"Te traerÈ algo de comida, oh, gracias.",Spanish
"Fueron al comedor y all‡≠, en la mesa, estaba la comida m‡s asombrosa que Narcisa hab‡≠a visto nunca, incre‡≠ble, eso es porque las mermeladas est‡n hechas.",Spanish
de rub‡≠es las ensaladas de esmeraldas y el pan de all‡≠ est‡ hecho de pan de oro dorado quÈ hermosa se ver‡ esta mermelada y tendr‡ un sabor delicioso con el pan que tomÛ una rebanada con el.,Spanish
"mermelada de rub‡≠ y le dio un gran mordisco, esto es tan picante que no puedo comer tan bien, es pan hecho de oro y el m‡s fino tambiÈn, pero si no puedes comerlo, ødeber‡≠a comprarte pan de plata?",Spanish
comes.,Spanish
"algo m‡s, pero quiero pan normal, pan que pueda comer, øno tienes esa mirada, as‡≠ que la futura esposa de mi caparazÛn de padre hace fr‡≠o?",Spanish
Solo debes comer el mejor narciso.,Spanish
MirÈ toda la comida.,Spanish
pero estaba desconsolada por todo lo que no era comestible y pronto comenzÛ a llorar.,Spanish
"No quiero esto, pero la comida es realmente buena.",Spanish
aqu‡≠ prueba unas patatas doradas que est‡n muy buenas y despuÈs de que te cases conmigo.,Spanish
Tendr‡s que comer todo esto.,Spanish
PensÈ que te gustaban las cosas elegantes.,Spanish
"No, no quiero casarme contigo, quiero ir a casa.",Spanish
a mi madre dÈjame ir a casa melissa y terrence se miraron y se guiÒaron un ojo bien.,Spanish
"Si eso es realmente lo que quieres, te llevarÈ a casa.",Spanish
Terrence se llevÛ el llanto y la tristeza.,Spanish
"Narcis en casa en el carruaje, comenzÛ a pensar profundamente en las decisiones que hab‡≠a tomado cuando llegÛ a casa.",Spanish
ella corriÛ a abrazar a su madre que estaba sentada en la casa triste ni hermana o mi dulce hija pensÈ que nunca te volver‡≠a a ver.,Spanish
"oh mam‡, te amo tanto y ten‡≠as razÛn, las apariencias y las riquezas no lo son todo, el pan de oro era in˙til porque no pod‡≠a comerlo y el hombre a pesar de todo Èl era guapo, no se preocupaba por m‡≠ en absoluto, pero querida, øte das cuenta de que esa es exactamente la forma en que trataste a los dem‡s?",Spanish
"SÈ que lo siento mucho por la forma en que actuÈ, mam‡, oh, no, est‡ bien desde que lo has visto.",Spanish
"cu‡l fue tu error, vamos a darte de comer algo lindo a partir de ese d‡≠a.",Spanish
"narcisa cambiÛ su forma de ser, luchÛ al principio, pero lenta y pacientemente comenzÛ a volverse mucho m‡s amable un d‡≠a, mellie y terry vinieron a encontrarse con marian de nuevo.",Spanish
CÛmo' s narcisismo ahora marian les contÛ a ambos todo lo que hab‡≠a pasado y ella ha cambiado mucho desde ese momento.,Spanish
øTiene ella?,Spanish
Supongo que no querr‡≠a m‡s pan de oro ahora øeh ya sabes?,Spanish
"Terry, en realidad te pareces un poco a ese ‡ngel, aunque øquÈ estoy viendo?",Spanish
øCÛmo pudiste ser Èl?,Spanish
Ustedes dos son tan amables,Spanish
"Nature Ë una delle pi˘ antiche ed importanti riviste scientifiche esistenti, forse in assoluto quella considerata di maggior prestigio nell'ambito della comunit‡† scientifica internazionale (insieme a Science).",Italian
[1] Viene pubblicata fin dal 4 novembre 1869.,Italian
"[2] Nonostante la maggior parte delle riviste del campo siano oggi altamente specializzate, Nature Ë uno dei pochi giornali, insieme ad altri mensili quali Science e Proceedings of the National Academy of Sciences, che pubblica ancora articoli originali su svariati campi scientifici.",Italian
"Molti sono gli avanzamenti e le scoperte, provenienti da molti campi della ricerca scientifica, che sono stati pubblicati su Nature, come articoli o lettere: ad esempio, la scoperta dei raggi X, la natura ondulatoria delle particelle, la scoperta dei neutroni, le scoperte sulla fissione nucleare, la struttura a doppia elica del DNA, la prima struttura molecolare di una proteina (la mioglobina), la tettonica a zolle, il buco dell'ozono, la prima clonazione di un mammifero (la pecora Dolly), il sequenziamento del genoma umano.",Italian
"Il fattore di impatto (impact factor) di questa rivista supera nel 2014 l'enorme valore di 42,352.",Italian
"[3] Oltre a Nature stesso, ci sono tre famiglie di riviste scientifiche legate a Nature, edite dal Nature Publishing Group: In un'intervista pubblicata nel 2013 su The Guardian, Randy Schekman rilascia delle dichiarazioni riguardanti le grandi riviste scientifiche (facendo il nome di Nature, Science o Cell), additandole come colpevoli di danneggiare l'attivit‡† di ricerca scientifica.",Italian
"Secondo Randy Schekman l'incentivo pi˘ forte nella ricerca scientifica Ë quello di vedere pubblicate le proprie ricerche nelle prestigiose riviste scientifiche, poichÈ a questo viene fatto coincidere il pi˘ alto riconoscimento del proprio lavoro; tale ragionamento Ë razionale, ma non porta sempre a servire gli interessi della propria professione, nÈ quelli dell'umanit‡† o della societ‡†.",Italian
"Questo perchÈ le grandi riviste scientifiche tendono a ´curare in modo aggressivo i loro brand mettendo al primo posto la vendita di abbonamenti, pi˘ che la pubblicazione di tutte le ricerche pi˘ significative [...] mentre pubblicano molte ricerche rilevanti, tendono tuttavia a non pubblicare tutte le ricerche rilevanti, nÈ sono gli unici a pubblicarleª.",Italian
"Nell'articolo Randy Schekman critica sia la selezione assai restrittiva delle ricerche pubblicate da parte delle riviste scientifiche famose, sia l'impact factor, considerandolo come un trucco di marketing dietro il quale le grandi riviste acquistano notoriet‡†; infatti l'impact factor misura solamente il numero delle volte che una determinata rivista scientifica risulta citata nelle ricerche scientifiche successive, senza considerare la qualit‡† o l'importanza della ricerca stessa ´una rivista scientifica puÚ venire citata perchÈ pubblica ricerche significative, o anche perchÈ pubblica qualcosa di accattivante, provocativo o addirittura sbagliatoª.",Italian
"Questo influenza l'attivit‡† di ricerca, in quanto la indirizza in quella direzione dove Ë possibile tirare fuori le conclusioni che vogliono queste riviste, scoraggiando invece una direzione che potrebbe essere pi˘ importante, ma magari meno accattivante ai lettori.",Italian
"[4] Altri progetti Wikipedia (pronuncia: vedi sotto) Ë un'enciclopedia online a contenuto libero, collaborativa, multilingue e gratuita, nata nel 2001, sostenuta e ospitata dalla Wikimedia Foundation, un'organizzazione non a scopo di lucro statunitense.",Italian
"Lanciata da Jimmy Wales e Larry Sanger il 15 gennaio 2001, inizialmente nell'edizione in lingua inglese, nei mesi successivi ha aggiunto edizioni in numerose altre lingue.",Italian
"Sanger ne suggerÏ il nome,[1] una parola macedonia nata dall'unione della radice wiki al suffisso pedia (da enciclopedia).",Italian
"Etimologicamente, Wikipedia significa ""cultura veloce"", dal termine hawaiano wiki (veloce), con l'aggiunta del suffisso -pedia (dal greco antico œÄŒ±ŒπŒ¥ŒµŒØŒ±, paideia, formazione).",Italian
"Con pi˘ di 55 milioni di voci in oltre 300 lingue,[2] Ë l'enciclopedia pi˘ grande mai scritta,[3][4] Ë tra i dieci siti web pi˘ visitati al mondo[5] e costituisce la maggiore e pi˘ consultata opera di riferimento generalista su Internet.",Italian
"[6][7][8] Wikipedia prese il via come progetto complementare di Nupedia, un progetto per la creazione di un'enciclopedia libera online le cui voci erano scritte da esperti volontari attraverso un processo formale di revisione.",Italian
"Nupedia venne fondata il 9 marzo 2000 dalla societ‡† Bomis, proprietaria dell'omonimo portale di ricerca.",Italian
"Le figure principali erano Jimmy Wales, allora CEO della Bomis, e Larry Sanger, redattore capo di Nupedia e successivamente di Wikipedia.",Italian
"[9] Per il concetto di wiki, Wales e Sanger dichiararono di essersi ispirati ai siti WikiWikiWeb o Portland Pattern Repository di Ward Cunningham.",Italian
"Wikipedia, che esisteva gi‡† come servizio di Nupedia.com dal 10 gennaio 2001, fu formalmente lanciata il 15 gennaio successivo sul sito Wikipedia.com, in lingua inglese.",Italian
"Verso maggio giunsero i primi utenti registrati e, nel corso dell'anno, si svilupparono le edizioni in francese, tedesco, inglese, catalano, spagnolo, svedese, portoghese e, a fine anno, italiano.",Italian
"Alla fine del suo primo anno di esistenza, l'enciclopedia arrivÚ a contare quasi 20†000 voci, su 18 edizioni in lingue differenti.",Italian
"Raggiunse 26 edizioni in lingua alla fine del 2002, 46 alla fine del 2003 e 161 alla fine del 2004.",Italian
"Nupedia e Wikipedia coesistettero finchÈ i server della prima furono chiusi definitivamente nel 2003 e i suoi testi incorporati in Wikipedia (Nupedia aveva sofferto un tasso di crescita estremamente lento, a causa dei complicati processi di revisione, riuscendo a pubblicare solo 24 voci); Sanger uscÏ di scena e un gruppo di utenti attuÚ una biforcazione della Wikipedia in spagnolo per costituire l'Enciclopedia Libre.",Italian
"Da Wikipedia e Nupedia, nacque nel 2003 la Wikimedia Foundation, l'organizzazione non profit che sostiene Wikipedia e i progetti fratelli (il primo dei quali fu In Memoriam: September 11 Wiki) che nel tempo si sono aggiunti, ognuno dei quali Ë specializzato in un determinato ambito del sapere.",Italian
"La Wikimedia Foundation ha infatti successivamente dato vita a progetti complementari tra i quali: Wiktionary, Wikibooks, Wikisource, Wikispecies, Wikiquote, Wikinotizie, Wikiversit‡† e Wikivoyage.",Italian
"Wales cedette tutti i diritti alla fondazione da lui promossa, che tuttora gestisce i marchi e l'infrastruttura informatica, garantendo che la gestione dei contenuti rimanesse affidata alla comunit‡† degli utenti.",Italian
"Se nei primi due anni cresceva alla velocit‡† di poche centinaia o meno di nuove voci al giorno, l'edizione in inglese di Wikipedia raggiunse il traguardo delle 100†000 voci nel gennaio 2003, mentre nel 2004 subÏ un'esplosione, raddoppiando le dimensioni in un anno (con un aumento da 1†000 a 3†000 voci al giorno).",Italian
"Wikipedia ha raggiunto la sua milionesima voce, tra le 105 edizioni in lingua all'epoca presenti, il 20 settembre 2004.",Italian
"A partire dal 2004 Ë iniziata a costituirsi una rete di associazioni nazionali collegate alla Wikimedia Foundation (chiamati ""capitoli ufficiali""), tra le quali Wikimedia Italia, fondata nel 2005.",Italian
Nel settembre dello stesso anno l'edizione in italiano ha superato le 100†000 voci.,Italian
"Da quando Wikipedia ha raggiunto un considerevole numero di voci e di utilizzatori, Ë diventata un tipico fenomeno del Web 2.0, grazie anche alla sua particolarit‡† di essere rapidamente modificabile e aggiornabile da chiunque.",Italian
"Nel settembre 2007, l'edizione in inglese ha tagliato lo storico traguardo di 2 milioni di voci, divenendo la pi˘ vasta enciclopedia mai scritta, superando l'enciclopedia Yongle (1407), che ha detenuto tale primato per 600 anni esatti;[3] nel Guinness dei primati del 2008 Wikipedia Ë riportata come la pi˘ grande enciclopedia al mondo.",Italian
"[4] Il 27 marzo 2008, con oltre 250 edizioni locali, ha raggiunto i 10 milioni di voci,[10] che erano raddoppiate il 18 novembre 2011[11] e triplicate nel giro dei tre anni successivi, superando nel 2015 i 35 milioni di voci.",Italian
"A settembre 2015 le edizioni di Wikipedia con pi˘ di 100†000 voci erano divenute 53, scritte in altrettante lingue, di cui 12 superavano il milione.",Italian
"[2] L'obiettivo di Wikipedia Ë creare un'enciclopedia libera, ovvero liberamente accessibile, a contenuto libero, aperto, e ""universale"" in termini di ampiezza di argomenti trattati.",Italian
"Wikipedia Ë stata descritta da Jimmy Wales, uno dei suoi fondatori, come ´uno sforzo per creare e distribuire un'enciclopedia libera della pi˘ alta qualit‡† possibile a ogni singola persona sul pianeta nella sua propria lingua.ª Wikipedia, nelle intenzioni di Wales, doveva raggiungere nel lungo termine una qualit‡† pari o migliore dell'Enciclopedia Britannica ed essere pubblicata anche su carta.",Italian
"Il progetto, ambizioso, ma realistico, si colloca dunque nell'ambito della condivisione della conoscenza e della cultura partecipativa sfruttando la cosiddetta intelligenza collettiva sulla base delle regole d'uso e di contribuzione espresse dall'enciclopedia stessa.",Italian
"In quanto enciclopedia a carattere universale (o ""generalista""), Wikipedia tratta voci di molti argomenti diversi.",Italian
Le voci sono organizzate in categorie tematiche; i temi generali sono generalmente illustrati da portali e coordinati tramite progetti.,Italian
"L'enciclopedia Ë completamente gratuita e priva di pubblicit‡†, in linea con i suoi principi base: il suo sostentamento Ë dovuto unicamente alle libere donazioni degli utenti, grazie a una raccolta fondi[12] avviata ogni anno dalla Wikimedia Foundation.",Italian
"Il logo ufficiale di Wikipedia Ë una sfera quasi completa costruita con pezzi di puzzle che riportano caratteri di vari alfabeti, a simboleggiare il mondo e una conoscenza globale in costruzione, a disposizione di tutti.",Italian
Su Internet esistono o sono esistiti molti altri progetti enciclopedici.,Italian
"In generale dispongono di una linea editoriale stabilita e fanno uso delle tradizionali politiche sulla propriet‡† intellettuale dei contenuti, come per esempio l'Enciclopedia Stanford di Filosofia, compilata da esperti.",Italian
"Siti web pi˘ informali, come H2g2 o Everything2, servono come guide generali le cui voci sono scritte e controllate da persone comuni.",Italian
"Progetti come Wikipedia, Susning.nu e la Enciclopedia Libre sono invece wiki le cui voci sono sviluppate da numerosi autori e in cui non esiste alcun processo formale di revisione.",Italian
Wikipedia Ë il primo e pi˘ grande di questi wiki enciclopedici per numero di voci.,Italian
"A differenza delle enciclopedie che l'hanno preceduta, il contenuto di Wikipedia Ë distribuito con una licenza libera.",Italian
"Wikipedia Ë pubblicata in 309 lingue differenti (di cui circa 299 attive[2]) e contiene voci sia sugli argomenti propri di una tradizionale enciclopedia sia su quelli di almanacchi, dizionari geografici e specialistici.",Italian
"Il suo scopo Ë quello di raccogliere dati, informazioni e descrizioni, creando e distribuendo al pubblico un'enciclopedia libera, gratuita e sempre pi˘ ricca di contenuti.",Italian
"Le varie edizioni in lingua sono sviluppate indipendentemente l'una dall'altra, ovvero non sono vincolate ai contenuti presenti nelle altre, ma sono tenute unicamente al rispetto delle linee guida generali del progetto come il punto di vista neutrale.",Italian
"I testi delle voci e i contenuti multimediali tuttavia sono spesso condivisi tra le varie edizioni: i primi grazie alle traduzioni, i secondi attraverso il progetto condiviso chiamato Wikimedia Commons.",Italian
Le voci tradotte rappresentano una percentuale relativamente piccola di quelle presenti in ciascuna edizione.,Italian
"Le edizioni in lingua tedesca, quella in lingua italiana e una selezione di voci tratte dalla versione in lingua inglese sono state distribuite anche su compact disc e DVD, mentre di molte edizioni sono stati creati dei mirror online o dei progetti derivati.",Italian
"Ad agosto 2015 Wikipedia conteneva in totale pi˘ di 35 milioni di voci - in totale oltre 135 milioni di pagine, modificate oltre 2 miliardi di volte - e contava oltre 55 milioni di utenti registrati.",Italian
"[2] Wikipedia Ë uno dei dieci siti pi˘ visitati al mondo, oscillando nel 2015 tra il sesto e il settimo posto nella classifica mondiale:[13] riceve infatti oltre 374 milioni di visitatori unici al mese (a settembre 2015).",Italian
[che sito si intende?,Italian
"wikipedia.org, en.wikipedia.org o tutte le edizioni linguistiche assieme?",Italian
][14] Le voci di Wikipedia sono spesso citate dai mass media tradizionali e da istituti accademici.,Italian
"´""L'enciclopedia partecipata"" mi preoccupa meno: la uso regolarmente, e trovo che la qualit‡† e l'affidabilit‡† delle informazioni sia notevole.",Italian
Qualche problema c'Ë solo quando il soggetto Ë estremamente controverso.,Italian
